"Family"	"Name"	"Wild"	"Status"	"Rarity"	"Type"
"Rosaceae"	"Rubus fontivagus"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus frederici"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus fruticosus"	"Wild"	"Native"	1	"synonym"
"Rosaceae"	"Rubus fruticosus s.s."	"Wild"	"Native"	2	"synonym"
"Rosaceae"	"Rubus fruticosus var. inermis"	"Introduced"	"Incidental import"	3	"variant"
"Rosaceae"	"Rubus furvicolor"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus fuscicaulis"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus fuscus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus geniculatus"	"Wild"	"Native"	1	"subspecies"
"Rosaceae"	"Rubus geromensis"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus glareosus"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus goniophorus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus grabowskii"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus granulatus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus gratiosus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus gratus"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus gravetii"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus gremlii"	"Wild"	"Native"	3	"synonym"
"Rosaceae"	"Rubus grossus"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus grypacanthus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus henrici-weberi"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus horrefactus"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus horripilus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus hylonomus"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus hypomalacus"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus idaeus"	"Wild"	"Native"	1	"species"
"Rosaceae"	"Rubus ignoratus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus immodicus"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus incisior"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus incultus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus infrarugosus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus inopacatus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus insectifolius"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus integribasis"	"Wild"	"Native"	1	"subspecies"
"Rosaceae"	"Rubus iuvenis"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus koehleri"	"Introduced"	"Incidental import"	4	"subspecies"
"Rosaceae"	"Rubus laciniatus"	"Wild"	"Naturalized"	2	"subspecies"
"Rosaceae"	"Rubus langei"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus lasiandrus"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus laxiflorus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus leightonii"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus lejeunei"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus leptus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus lesdainii"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus leucandrus"	"Wild"	"Native"	2	"synonym"
"Rosaceae"	"Rubus leucostachys"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus libertianus"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus lilacinus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus lindleianus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus loehrii"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus louettensis"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus luticola"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus macrophyllus"	"Wild"	"Native"	1	"subspecies"
"Rosaceae"	"Rubus melanoxylon"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus micans"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus microdontus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus milfordensis"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus montanus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus muelleri"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus muridens"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus nemorensis"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus nemorosoides"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus nemorosus"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus nessensis"	"Wild"	"Native"	1	"subspecies"
"Rosaceae"	"Rubus neumannianus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus nigricatus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus nitidiformis"	"Wild"	"Native"	2	"synonym"
"Rosaceae"	"Rubus oblongifolius"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus odoratus"	"Introduced"	"Incidental import"	4	"species"
"Rosaceae"	"Rubus omalodontos"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus opacus"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus oreades"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus orthocladoides"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus orthostachys"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus pallidus"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus parviflorus"	"Introduced"	"Incidental import"	4	"species"
"Rosaceae"	"Rubus patuliformis"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus patulus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus pedemontanus"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus perplexus"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus phaeocarpus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus phoenicolasius"	"Wild"	"Naturalized"	3	"species"
"Rosaceae"	"Rubus phyllophorus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus phyllostachys"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus placidus"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus planus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus platyacanthus"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus platybelus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus plicatus"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus poliothyrsus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus polyanthemus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus praecox"	"Wild"	"Native"	2	"synonym"
"Rosaceae"	"Rubus praetextus"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus prei"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus procerus"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus proiectus"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus promachonicus"	"Wild"	"Native"	3	"synonym"
"Rosaceae"	"Rubus pseudogravetii"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus psilander"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus pulcher"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus pyramidalis"	"Wild"	"Native"	1	"synonym"
"Rosaceae"	"Rubus radula"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus raduliformis"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus raduloides"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus ripuaricus"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus rivularis"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus rosaceus"	"Wild"	"Native"	0	"subspecies"
"Rosaceae"	"Rubus rubicundus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus rudis"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus rufescens"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus saltuum"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus saxatilis"	"Wild"	"Native"	4	"species"
"Rosaceae"	"Rubus saxicola"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus scaber"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus sciocharis"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus scissus"	"Wild"	"Native"	1	"subspecies"
"Rosaceae"	"Rubus Sec. Corylifolii"	"Wild"	"Native"	2	"species"
"Rosaceae"	"Rubus sec. Corylifolii + Rubus sec. Rubus"	"Wild"	"Native"	1	"multispecies"
"Rosaceae"	"Rubus Sec. Rubus"	"Wild"	"Native"	1	"species"
"Rosaceae"	"Rubus semicarpinifolius"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus senticosus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus serpens"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus setchuenensis"	"Introduced"	"Incidental import"	4	"species"
"Rosaceae"	"Rubus sgen. Rubus"	"Wild"	"Native"	1	"multispecies"
"Rosaceae"	"Rubus silvaticus"	"Wild"	"Native"	4	"subspecies"
"Rosaceae"	"Rubus sp."	"Wild"	"Native"	1	"multispecies"
"Rosaceae"	"Rubus spectabilis"	"Wild"	"Naturalized"	3	"species"
"Rosaceae"	"Rubus speculatus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus splendidus"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus sprengelii"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus stenacanthus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus stereacanthos"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus stereobelus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus subcarpinifolius"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus subinermoides"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus sulcatus"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus taxandriae"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus tereticaulis"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus teretiusculus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus tricolor"	"Introduced"	"Incidental import"	4	"species"
"Rosaceae"	"Rubus ubericus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus ulmifolius"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus umbrosus"	"Wild"	"Native"	1	"subspecies"
"Rosaceae"	"Rubus vandermeijdenii"	"Wild"	"Native"	3	"synonym"
"Rosaceae"	"Rubus vestitus"	"Wild"	"Native"	2	"subspecies"
"Rosaceae"	"Rubus vigorosus"	"Wild"	"Native"	3	"synonym"
"Rosaceae"	"Rubus viscosus"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus winteri"	"Wild"	"Native"	3	"subspecies"
"Rosaceae"	"Rubus x idaeoides (R. idaeus x caesius)"	"Wild"	"Native"	3	"hybrid"
"Rosaceae"	"Sanguisorba minor"	"Wild"	"Native"	2	"synonym"
"Rosaceae"	"Sanguisorba minor subsp. minor"	"Wild"	"Native"	3	"synonym"
"Rosaceae"	"Sanguisorba officinalis"	"Wild"	"Native"	3	"species"
"Rosaceae"	"Sibbaldiopsis sp."	"Introduced"	"Incidental import"	4	"multispecies"
"Rosaceae"	"Sibbaldiopsis tridentata"	"Introduced"	"Incidental import"	4	"species"
"Rosaceae"	"Sorbaria arborea"	"Introduced"	"Incidental import"	4	"synonym"
"Rosaceae"	"Sorbaria kirilowii"	"Introduced"	"Incidental import"	4	"species"
"Rosaceae"	"Sorbaria sorbifolia"	"Wild"	"Naturalized"	2	"species"
"Rosaceae"	"Sorbaria sp."	"Wild"	"Native"	2	"multispecies"
"Rosaceae"	"Sorbaria tomentosa"	"Wild"	"Naturalized"	4	"species"
"Rosaceae"	"Sorbus aria"	"Wild"	"Native"	3	"species"
"Rosaceae"	"Sorbus aucuparia"	"Wild"	"Native"	1	"species"
"Rosaceae"	"Sorbus domestica"	"Introduced"	"Incidental import"	4	"species"
"Rosaceae"	"Sorbus hybrida"	"Introduced"	"Incidental import"	4	"species"
"Rosaceae"	"Sorbus intermedia"	"Introduced"	"Incidental import"	3	"species"
"Rosaceae"	"Sorbus latifolia"	"Introduced"	"Incidental import"	4	"species"
"Rosaceae"	"Sorbus sp."	"Wild"	"Native"	1	"multispecies"
"Rosaceae"	"Sorbus torminalis"	"Wild"	"Native"	3	"species"
"Rosaceae"	"Sorbus x liljeforsii (S. aucuparia x intermedia)"	"Introduced"	"Incidental import"	4	"hybrid"
"Rosaceae"	"Sorbus x thuringiaca (S. aria x aucuparia)"	"Wild"	"Native"	3	"hybrid"
"Rosaceae"	"Sorbus x tomentella (S. aria x torminalis)"	"Wild"	"Native"	4	"hybrid"
"Rosaceae"	"Spiraea alba"	"Wild"	"Naturalized"	3	"species"
"Rosaceae"	"Spiraea canescens"	"Introduced"	"Incidental import"	4	"species"
"Rosaceae"	"Spiraea chamaedryfolia"	"Wild"	"Naturalized"	3	"species"
"Rosaceae"	"Spiraea chamaedryfolia subsp. ulmifolia"	"Wild"	"Naturalized"	4	"subspecies"
"Rosaceae"	"Spiraea douglasii"	"Introduced"	"Incidental import"	2	"species"
"Rosaceae"	"Spiraea hypericifolia"	"Introduced"	"Incidental import"	4	"species"
"Rosaceae"	"Spiraea hypericifolia subsp. obovata"	"Introduced"	"Incidental import"	4	"subspecies"
"Rosaceae"	"Spiraea japonica"	"Introduced"	"Incidental import"	3	"species"
"Rosaceae"	"Spiraea nipponica"	"Introduced"	"Incidental import"	4	"species"
"Rosaceae"	"Spiraea salicifolia"	"Introduced"	"Incidental import"	4	"species"
"Rosaceae"	"Spiraea sp."	"Wild"	"Native"	1	"multispecies"
"Rosaceae"	"Spiraea thunbergii"	"Introduced"	"Incidental import"	4	"species"
"Rosaceae"	"Spiraea tomentosa"	"Wild"	"Naturalized"	3	"species"
"Rosaceae"	"Spiraea trilobata"	"Introduced"	"Incidental import"	4	"species"
"Rosaceae"	"Spiraea x arguta (S. multiflora x  thunbergii)"	"Introduced"	"Incidental import"	3	"hybrid"
"Rosaceae"	"Spiraea x billardii (S. alba x douglasii)"	"Wild"	"Naturalized"	2	"hybrid"
"Rosaceae"	"Spiraea x brachybotrys (S. canescens x douglasii)"	"Introduced"	"Incidental import"	4	"hybrid"
"Rosaceae"	"Spiraea x bumalda (S. alba x japonica)"	"Introduced"	"Incidental import"	4	"hybrid"
"Rosaceae"	"Spiraea x macrothyrsa (S. douglasii x latifolia)"	"Introduced"	"Incidental import"	3	"hybrid"
"Rosaceae"	"Spiraea x pseudosalicifolia (S. douglasii x salicifolia)"	"Introduced"	"Incidental import"	3	"hybrid"
"Rosaceae"	"Spiraea x rosalba (S. alba x salicifolia)"	"Wild"	"Naturalized"	3	"hybrid"
"Rosaceae"	"Spiraea x vanhouttei (S. cantoniensis x trilobata)"	"Introduced"	"Incidental import"	3	"hybrid"
"Rosaceae"	"Stranvaesia davidiana"	"Introduced"	"Incidental import"	4	"species"
"Rosaceae"	"Stranvaesia sp."	"Introduced"	"Incidental import"	4	"multispecies"
"Rosaceae"	"Waldsteinia sp."	"Introduced"	"Incidental import"	3	"multispecies"
"Rosaceae"	"Waldsteinia ternata"	"Introduced"	"Incidental import"	3	"species"
"Rosaceae"	"x Crataemespilus grandiflora"	"Introduced"	"Incidental import"	4	"hybrid"
"Ulmaceae"	"Ulmaceae sp."	"Wild"	"Native"	2	"multispecies"
"Ulmaceae"	"Ulmus glabra"	"Wild"	"Native"	2	"species"
"Ulmaceae"	"Ulmus laevis"	"Wild"	"Native"	3	"species"
"Ulmaceae"	"Ulmus minor"	"Wild"	"Native"	2	"species"
"Ulmaceae"	"Ulmus minor subsp. procera"	"Wild"	"Native"	3	"synonym"
"Ulmaceae"	"Ulmus minor var. cornubiensis"	"Wild"	"Native"	3	"variant"
"Ulmaceae"	"Ulmus minor var. minor"	"Wild"	"Native"	2	"variant"
"Ulmaceae"	"Ulmus procera"	"Wild"	"Native"	0	"species"
"Ulmaceae"	"Ulmus sp."	"Wild"	"Native"	1	"multispecies"
"Ulmaceae"	"Ulmus x hollandica (U. glabra x minor)"	"Wild"	"Native"	1	"hybrid"
"Ulmaceae"	"Zelkova serrata"	"Introduced"	"Incidental import"	4	"species"
"Ulmaceae"	"Zelkova sp."	"Introduced"	"Incidental import"	4	"multispecies"
"Urticaceae"	"Laportea aestuans"	"Introduced"	"Incidental import"	4	"species"
"Urticaceae"	"Laportea sp."	"Introduced"	"Incidental import"	4	"multispecies"
"Urticaceae"	"Parietaria judaica"	"Wild"	"Native"	3	"species"
"Urticaceae"	"Parietaria officinalis"	"Wild"	"Native"	3	"species"
"Urticaceae"	"Parietaria sp."	"Wild"	"Native"	3	"multispecies"
"Urticaceae"	"Pilea hyalina"	"Introduced"	"Incidental import"	4	"species"
"Urticaceae"	"Pilea microphylla"	"Introduced"	"Incidental import"	4	"species"
"Urticaceae"	"Pilea peperomioides"	"Introduced"	"Incidental import"	4	"species"
"Urticaceae"	"Pilea sp."	"Introduced"	"Incidental import"	4	"multispecies"
"Urticaceae"	"Soleirolia soleirolii"	"Wild"	"Naturalized"	3	"species"
"Urticaceae"	"Soleirolia sp."	"Wild"	"Naturalized"	3	"multispecies"
"Urticaceae"	"Urtica dioica"	"Wild"	"Native"	1	"species"
"Urticaceae"	"Urtica incisa"	"Introduced"	"Incidental import"	4	"species"
"Urticaceae"	"Urtica membranacea"	"Introduced"	"Incidental import"	4	"species"
"Urticaceae"	"Urtica pilulifera"	"Introduced"	"Incidental import"	4	"species"
"Urticaceae"	"Urtica sp."	"Wild"	"Native"	2	"multispecies"
"Urticaceae"	"Urtica urens"	"Wild"	"Native"	1	"species"
"Urticaceae"	"Urticaceae sp."	"Wild"	"Native"	1	"multispecies"
